sample	lineage	DM1_like	HT13_score
TCGA-BT-A42E-01	bladder urothelial carcinoma	1.4063028010047598	0.6277449694910933
TCGA-BT-A42F-01	bladder urothelial carcinoma	1.6275106588077146	0.8776631807262822
TCGA-C4-A0EZ-01	bladder urothelial carcinoma	1.568024308196961	-0.7186893377186061
TCGA-C4-A0F0-01	bladder urothelial carcinoma	1.659091733214571	-0.054296103108930564
TCGA-C4-A0F1-01	bladder urothelial carcinoma	1.575069558064798	-0.2189579599495194
TCGA-C4-A0F6-01	bladder urothelial carcinoma	1.691182204446051	-0.45496539439187944
TCGA-C4-A0F7-01	bladder urothelial carcinoma	1.473345650801221	-0.5432209198329209
TCGA-CF-A1HR-01	bladder urothelial carcinoma	1.6071038863685083	0.12486625507131548
TCGA-CF-A1HS-01	bladder urothelial carcinoma	1.6611295275246691	0.08058529827281914
TCGA-CF-A27C-01	bladder urothelial carcinoma	1.5560447729423603	-0.9967528172969978
TCGA-CF-A3MF-01	bladder urothelial carcinoma	1.278618760204699	-1.116397991133528
