gene	log2FC_B_vs_A	cohen_d_B_vs_A	p_value	padj
AC074050.2	-0.0011205050862697203	-0.1294536105509533	0.4136066586243477	0.6316228788649118
AC093908.1	-0.052683003942011974	-0.13830977312013207	0.4136242556801104	0.6316310984104831
AC092580.2	0.0025516708823716365	0.16121653146402046	0.41367946053810034	0.6316814272743462
RPSAP64	0.0004738120957756767	0.15505557855694868	0.41368164480759867	0.6316814272743462
NPHS2	-0.0024429382374574656	-0.1348954004563606	0.41372832726806663	0.6317340557302012
AC246787.2	0.01943896889228841	0.15787914157959354	0.4137632734738638	0.6317687611718479
PCDHB9	-0.07820659139894937	-0.14305156572537472	0.413797198707159	0.6318019057029024
TAFA4	0.018885943133944774	0.14626031267572107	0.4138259963724215	0.631827219534509
IGHV1-14	0.02889679967124794	0.14326204509425755	0.41385035682192	0.6318457573551316
AC008737.3	0.0013787522583796428	0.15117887352215126	0.413903144403673	0.6319076939050613
TATDN1	0.06471103282520474	0.12713511895850638	0.41391671343793435	0.6319097534420473
LINC02562	-0.06808430380421468	-0.12925394594978554	0.41393505641406586	0.6319191008244844
MARK1	0.09323629895109464	0.15215327614881807	0.41397592435373753	0.6319628335672233
AL121757.1	0.013431380192933343	0.14619974307105404	0.41400283338939997	0.6319852551261775
RN7SKP287	-0.00808591752697422	-0.13999939745248163	0.4140425252744621	0.6320271881115749
ATE1	0.0702356550437333	0.1417585984939311	0.41407752054595537	0.6320619495513741
MBD4	-0.05705696269437688	-0.13986837185877846	0.4141188280143696	0.6321063438057462
WASHC5	0.075436494658776	0.13517486111970198	0.4141540169488425	0.6321413964533072
ZNF17	0.052543598877491604	0.14143921137426993	0.414190255700691	0.6321780493665418
MIR3145	-0.000781097838631344	-0.13584172243439838	0.41421493631900697	0.6321970594726297
OR13J1	-0.007869098716549939	-0.14839447277321643	0.41424306165038893	0.6322213258073096
KRT8P51	0.0032370185618534712	0.14110449380229909	0.41431987118292596	0.63231319328875
KCNJ6	-0.009731917899976156	-0.1371832036445732	0.41432771057214146	0.63231319328875
AL078459.1	-0.02884833943603321	-0.1431789855839795	0.414434467735665	0.6324574520017404
VSTM2A-OT1	0.0018876699573149758	0.16777707897842764	0.414523795580381	0.6325751045640406
IFNW1	0.0028668944834660034	0.1337628045191774	0.414575835520359	0.6326233955708853
AC004381.4	0.004251822032415326	0.14827305222592535	0.41457990812604983	0.6326233955708853
TMEM11	0.05440392700794927	0.14676752000266147	0.41465258972603425	0.6327156324271285
AL365222.1	-0.001816526510471708	-0.13082385284555167	0.41478626559351833	0.6328921894861363
CR2	-0.1822407638003002	-0.15205399674971565	0.4147927751131219	0.6328921894861363
RPL7P34	-0.0008251815194740476	-0.12636222016019513	0.41484780055508375	0.632946287490711
AC108125.1	0.0006240946070203445	0.15140007363119473	0.4148527106790174	0.632946287490711
RAF1	0.12001923284165983	0.13896001874911593	0.41490790969509955	0.6329909239796891
RN7SKP189	-0.0006774979097427666	-0.12100554826942414	0.41492885678793795	0.6329909239796891
AC126389.1	-0.0064022392726169955	-0.14634729613508302	0.4149420418647574	0.6329909239796891
EIF4A2P5	-0.0005679936582012103	-0.13264941897863167	0.41494300307603765	0.6329909239796891
RPS3AP9	-0.0010510699530515075	-0.13951470389901102	0.41494317149278687	0.6329909239796891
SRSF3P4	0.0028326231375483714	0.14617949319666337	0.4149933573436228	0.6330488067965451
CLEC2D	-0.11854507691080318	-0.1460472489701888	0.41502119964654066	0.6330680615636806
AC105233.4	-0.0653236128712893	-0.15851478448339607	0.4150304646027022	0.6330680615636806
CSRP3-AS1	0.0020639215308739705	0.14261831424240004	0.4151039319803254	0.6331614484878357
CSN1S1	-0.0010250872206617537	-0.12320642837806978	0.4151334270320887	0.6331877605302286
IRF2BPL	0.09251604748051445	0.14408090102672907	0.41515289792799576	0.6331987819948852
RN7SL811P	0.0008004205892822826	0.15845272227329074	0.41519910521062736	0.6332278132394963
AC092637.1	-0.0011631005703215812	-0.13275028920812243	0.415203186779827	0.6332278132394963
MTFMT	-0.039532117940145994	-0.1366490296592058	0.4152120777417594	0.6332278132394963
PFKL	-0.07381529357726002	-0.1559153707700542	0.41522648863170347	0.6332278132394963
ZFP14	-0.06436216265659489	-0.1464385522421486	0.4152331596592229	0.6332278132394963
TRIM66	0.1037006739913986	0.1424520502319985	0.41529210883134615	0.6332990339067455
AC025277.1	0.0008967208069305903	0.1548184742142408	0.41530767347866593	0.6333040931631416
LINC02455	-0.004287989924841088	-0.12983046404858184	0.41532270077440175	0.6333083327360547
AL513314.1	0.0022759598475369297	0.14387415328008313	0.41535228874543406	0.6333347743731059
AL359075.1	-0.005928349898187298	-0.14359694582286783	0.41536979141655417	0.6333427871658145
GK2	-0.0010135511971300865	-0.12347966552404356	0.41540174363973675	0.6333728310586592
AC007376.2	-0.009006566403952185	-0.13733884049988312	0.4154375746082755	0.6334082986653442
POLR1D	-0.050712805133962036	-0.14141477433764538	0.41545089079347103	0.6334082986653442
BLOC1S3	-0.05426221099515294	-0.15229865682099084	0.41546175231829097	0.6334082986653442
AL022724.3	0.04159445720117719	0.15546033904602843	0.4155061767319444	0.633440418131258
POM121L4P	0.015495778943806618	0.1418557685661797	0.4155131625412892	0.633440418131258
IL17B	0.013617824994203984	0.13237565078154537	0.4155195688234689	0.633440418131258
AC103810.2	-0.02758885324126148	-0.13676002719516786	0.4155490159448206	0.6334546815571829
CTD-2194D22.4	0.0008134403788311356	0.16253987908650955	0.41555342504427134	0.6334546815571829
AC079355.2	0.004244238497422773	0.15858044911125607	0.4155903402729952	0.6334922793850033
ZP4	-0.001874070110563121	-0.12433354276479426	0.4156130616363259	0.6335082396544156
SPEM2	-0.003351541608925347	-0.13327258049286522	0.41566812234256395	0.633555125451512
LINC00906	-0.003181620927797617	-0.1471390658739224	0.41566832475089344	0.633555125451512
RPSAP13	-0.0019956688471419876	-0.13744497561289148	0.41569901450292107	0.6335747204387459
BNIP3L	0.06756595340907268	0.14889372851920743	0.4157056852461992	0.6335747204387459
H3C9P	-0.011162899228766954	-0.13944329243145331	0.4157412815569244	0.6336102979837936
AL031009.1	0.013924288719285804	0.14593552836858664	0.4157675340532512	0.633612998948842
XAGE2	-0.001180887880901671	-0.1253476717677512	0.4157675597132546	0.633612998948842
MED22	-0.0720688234567941	-0.1464701553415457	0.41581416335647203	0.6336653464570338
EPS15L1	-0.043285484196810664	-0.14481690300704075	0.41586015780545743	0.6337082782538445
AL031315.1	0.002720029383228976	0.12990855851601482	0.41587527130502405	0.6337082782538445
AL096869.3	-0.00041013542630213037	-0.12169261718212883	0.4158902359943098	0.6337082782538445
RAET1M	-0.0022724407785003247	-0.11806974146508882	0.4158913546266891	0.6337082782538445
AL593856.1	-0.0019479709211340556	-0.12647098851416064	0.4159670558398672	0.6337873592524548
SLC37A1	-0.06730704554193778	-0.14608810046864795	0.4159677667356861	0.6337873592524548
RPS26	-0.11895413668863508	-0.1407832373532091	0.4160696706426509	0.6339239463347708
MED4	-0.04965670494206176	-0.14502871761862712	0.4161488603492014	0.6340259190217599
RNU6-1306P	-0.001372784337083805	-0.12164085468308353	0.4161810557714148	0.6340562894053277
TMEM191B	0.06386367287319811	0.1414261214542262	0.41620003783071097	0.6340665278927583
TIMD4	0.09936584905529122	0.14577941612632783	0.4162186015643985	0.6340761284909442
LINC02715	-0.0019771423361539626	-0.13581274602914659	0.4162564314349771	0.6340977561621131
ZNF429	-0.06386464861106589	-0.14417603535470785	0.4162573230198428	0.6340977561621131
RPL23AP12	0.0035086887992427374	0.14058622055906161	0.4162985207231213	0.634123700836795
CPED1	0.13963145759479456	0.14714657789719568	0.41629888023839257	0.634123700836795
ASNSP4	-0.0015490594517580175	-0.1265806536533252	0.4163317416817293	0.6341550765590711
NR4A3	0.22080331060513236	0.14730753824225695	0.4163796421760404	0.6342093571889609
MIR5191	-0.0008707559882187396	-0.12434195435806407	0.4164268422906034	0.6342625678680861
RPL35AP27	0.0019460973080577919	0.14871316916748886	0.41648497703791726	0.6343155885461504
NAALADL2	0.09591349360028012	0.14546268237799392	0.41648618626418843	0.6343155885461504
AL671309.1	-0.0007444796966195081	-0.12420798301168508	0.41655709074732306	0.6344048924908648
OR2L1P	-0.0068494949072348404	-0.13852442171351426	0.41661196681038326	0.6344693738028965
LINC02687	-0.001542672746869392	-0.12499722417798374	0.4166239689205614	0.6344693738028965
AC099792.1	-0.008722683009686236	-0.14667113598484913	0.41666953347643515	0.6344974027175777
AL359259.1	-0.001343733412247106	-0.13709417569250765	0.41667345238616066	0.6344974027175777
SLC25A34-AS1	-0.0038134326613116793	-0.13172505903312923	0.4166791842912769	0.6344974027175777
AL590084.1	0.0006930629076375797	0.1501338576521657	0.41669650293374305	0.6345050902004354
AC060773.1	-0.0018510243540505499	-0.13514536671693678	0.41676951268753515	0.6345975757658824
AC008467.1	-0.037609862551090056	-0.1409560623894037	0.41679389647217646	0.6346024751942422
AL354813.1	-0.004363771549910037	-0.13406449566840226	0.4168061638303571	0.6346024751942422
RPE	-0.06478494337251206	-0.12859925304453848	0.4168095466631324	0.6346024751942422
AL121885.2	-0.0009151997041409378	-0.12942703834682187	0.4168315165746022	0.6346172399113574
CYCSP29	0.0014550946809658667	0.14926103874734048	0.416859916284319	0.6346417927038339
TRAJ36	0.0010604294037414854	0.15478721357889785	0.41692490010105915	0.6347220393065583
DACT2	0.14243940558971369	0.1440900881431602	0.4169408661338922	0.6347276592277938
GRASLND	0.013075467818811443	0.14466365436797124	0.41698047879132466	0.6347692760687154
CLEC18A	-0.02271635998251126	-0.1261969466291223	0.4170588500115514	0.6348698908727505
LINC00603	0.0025959987697254296	0.1454678348398249	0.41707328890459083	0.6348731813177504
AL358176.2	0.0005534275483795268	0.15612710945945166	0.41712293734174327	0.6349300663157567
AC018730.1	0.001733318355156551	0.14739613230721446	0.4171489163783425	0.6349445009840693
AC012414.5	0.0009579329282495085	0.16344269013243778	0.41715697775004873	0.6349445009840693
LINC01078	-0.0016893037346991631	-0.11715353077481282	0.4172228067258256	0.6350217741709319
AL078581.2	-0.03195741337951663	-0.13776060005305768	0.4172323064576508	0.6350217741709319
LINC00588	-0.0009978354784348545	-0.1228175090304989	0.4173184448198424	0.6351174800579271
LAPTM5	-0.1728481513763871	-0.14850584514297366	0.41731975280710576	0.6351174800579271
AP003469.1	0.002122822288762186	0.1410671712325839	0.4174305850410321	0.635267458814468
ZNF72P	0.0016393677841758658	0.15008829680313812	0.4174963919137337	0.6353309168833523
PRR27	-0.001636128341606324	-0.12808336988554644	0.4175087870892981	0.6353309168833523
AL445670.1	0.008839316733580405	0.15406181708886996	0.4175091415275295	0.6353309168833523
AC020934.2	0.0018113584424126646	0.14478332180073358	0.41754774121460414	0.6353709574183679
XYLB	0.059648798894147426	0.15031266499991147	0.4175954578671154	0.6354248682252355
MRS2P2	-0.010699168054938354	-0.1284809202576199	0.4176317919719029	0.6354614563677821
RNU6-511P	0.0008767316960828805	0.13812663934395486	0.41765670256414006	0.6354806610455553
TCL6	0.06415271103623797	0.1487517960282152	0.41767469760104914	0.6354893426206447
FAM230F	-0.0011464955340000026	-0.13800667314468176	0.41769334114452084	0.6354990103543697
PSMC4	0.05102241162385468	0.1449390942658765	0.41774298029499546	0.63555583435919
AC093843.2	-0.008830923602207223	-0.1307577026491425	0.4178011594709568	0.6356173258757228
MIR920	0.0005227070374789809	0.1535836096947737	0.4178079813548703	0.6356173258757228
LINC01455	0.0008485033462187225	0.14643968764101853	0.4178242831852554	0.6356234263295111
HSD3BP2	0.0023810683877729362	0.15317543635584815	0.41783975872223644	0.6356282694462262
AC007537.1	-0.009683941411697414	-0.13782292644899227	0.4178659102447959	0.6356493523759675
AC233699.1	-0.009206933816620674	-0.14048103842112467	0.41790145496247527	0.635684722387544
WDFY2	0.06477758112957499	0.146456562173786	0.41795758884361256	0.6357514083036842
PRAMEF10	0.0022880645937118412	0.16498495943063976	0.4179796010227591	0.6357661896193163
MAPK8IP1P1	-0.011490122088109372	-0.12930992473237576	0.41818980366982195	0.6359989980157627
HTR2A-AS1	-0.0012128047914743948	-0.12003561130032758	0.41822711194343354	0.6359989980157627
AC003080.1	-0.003106902414723023	-0.12481229112024249	0.4182306052615346	0.6359989980157627
AC114814.1	-0.0006841882571544415	-0.12561553706425158	0.418233680728436	0.6359989980157627
AC092916.1	-0.002562344735548001	-0.11940800464240453	0.4182379766277973	0.6359989980157627
CCT7	-0.051503334874465345	-0.14203173899895724	0.4182395515898491	0.6359989980157627
TMSB10P1	0.014041772136749314	0.15125853777157727	0.41824731348033706	0.6359989980157627
RN7SL11P	-0.0009629859681602538	-0.13326647496752356	0.4182547206607637	0.6359989980157627
AC003002.3	-0.009665831223510321	-0.14575580083577447	0.4182640634111892	0.6359989980157627
AL353704.1	0.012234461355815449	0.15321623885936955	0.41826409531404973	0.6359989980157627
PSMB1	-0.05840847239446045	-0.14314474332545385	0.41826794926650146	0.6359989980157627
AL359208.1	-0.002188968263427107	-0.12195863856612746	0.4182909665666963	0.6360152951315955
ICOS	0.0968609983211533	0.15093699831867624	0.41838730505464744	0.6361378384340328
AC079169.1	-0.0009658550964053128	-0.13369931523646472	0.41839616373653365	0.6361378384340328
AC109992.2	-0.006862933528722415	-0.14974686190037473	0.4184293762852566	0.636169630632921
AC004223.2	-0.012108660814699232	-0.13408778649716613	0.41849094686141075	0.6362445345353368
GTF3C1	-0.09696447507369577	-0.14662504512845195	0.4185242948921482	0.636253193120463
AC138474.1	-0.0019359562727557546	-0.1414242886074334	0.418527855904975	0.636253193120463
KRT18P4	-0.016842403207037587	-0.14549175315818227	0.41853355412166987	0.636253193120463
CALB2	-0.07210196076078368	-0.14583957324176677	0.41854754934165556	0.6362557640005394
TNK2	-0.08938439739757165	-0.14311561691780036	0.41856661354433605	0.6362609422135972
UBE2E1	0.08931462056711004	0.12910035672136647	0.41858943827652656	0.6362609422135972
AC108043.1	-0.0011279984381899872	-0.12175306167518667	0.41859679111019915	0.6362609422135972
TGFB3-AS1	-0.002027926859741156	-0.1288670437943678	0.41860544992664245	0.6362609422135972
AC117469.1	0.0008078176797693845	0.16131274765785672	0.4186206439639352	0.6362609422135972
SCUBE3	0.25710291302968713	0.15353610554211278	0.4186247807416839	0.6362609422135972
GAPDHP61	0.010991895754829381	0.1421078264293163	0.41864636695096535	0.6362750494180981
FAM106C	-0.01354662505025122	-0.13363694654897854	0.41866770103714623	0.6362798557641504
CGGBP1	-0.05135540144582684	-0.14053836030869826	0.4186741384276262	0.6362798557641504
RPS4Y1	-0.4745082428066878	-0.1376046457514947	0.4187664382642749	0.6364014250178951
AC072022.2	0.02469439234353818	0.14762299080471955	0.41880471437614697	0.6364408894176836
ACBD3	0.07165487455031982	0.13608063543281668	0.41882853901302763	0.6364549439714818
HTRA2	0.05889533722194207	0.13964785948115407	0.4188576052371017	0.6364549439714818
OR5AU1	0.0016509754141276808	0.1473481750012562	0.4188702812181709	0.6364549439714818
ASS1P11	-0.023056680193448795	-0.1328109574788986	0.41887895845401674	0.6364549439714818
RN7SKP127	0.001831477109389302	0.14955656488122854	0.4188819989467239	0.6364549439714818
AC104758.1	-0.014394916101816368	-0.13178020770888715	0.41889311077687746	0.6364549439714818
AP000894.1	0.0018410346604197918	0.15129556140863096	0.41890011831272617	0.6364549439714818
AC100863.1	0.0032633564524834784	0.16558261949992267	0.4189582375650233	0.6365245452675086
AC004054.1	-0.0012480588421607945	-0.12804782604367407	0.418990857640625	0.6365554026340264
AC007344.1	-0.008678761736147518	-0.13886124621157836	0.4190318634286704	0.6365989978776654
STARD7-AS1	0.045990778696791246	0.14753128590662165	0.4190500192880828	0.6366078776522825
AL138740.1	0.0009792982284360517	0.15210238510169521	0.41908860506251994	0.6366477924908334
LINC02417	0.007057040724899179	0.14887954973687276	0.41917879233604194	0.636761383185647
MESTIT1	0.01284930072868544	0.1484349127055267	0.4191922406868973	0.636761383185647
AL590381.1	-0.0008414619937208139	-0.13004667592119853	0.41920369087198106	0.636761383185647
HIVEP1	-0.09771281668490683	-0.13949782101167277	0.4192126342397588	0.636761383185647
AC026803.1	0.006473254339076653	0.1440893832937923	0.41924406530697106	0.6367904203580197
FBXO3	-0.05465702062160993	-0.1366998022064176	0.4192979357239132	0.6368535379844703
PIN4P1	-0.012832256997540287	-0.137518699641686	0.4193198566741771	0.6368594952840531
SPATA41	0.041976490408191625	0.15265339195386443	0.4193264894399922	0.6368594952840531
RN7SL789P	-0.0016866215378140942	-0.1287067074700003	0.41935496962340074	0.636884044588554
AC004808.2	0.0009109727902656824	0.14840746017943166	0.4194120039811072	0.6369349505091818
RRAGC	-0.05693823713586532	-0.14344857669662017	0.4194188299012037	0.6369349505091818
