gene	beta_subtype	abs_beta	pvalue_LMM	fdr_LMM	log2FC_raw_DESeq2	padj_raw_DESeq2	is_druggable	is_original_biomarker
SLC25A42	-0.916398	0.916398	1.36244e-31	3.03889e-30	-1.02979	7.53856e-35	False	True
DDX60	0.915883	0.915883	1.06095e-23	1.33876e-22	1.12227	1.15819e-25	False	True
MSR1	0.915669	0.915669	4.97289e-13	2.73907e-12	1.25412	1.76972e-14	False	True
KHDRBS3	0.915226	0.915226	2.91857e-36	8.80837e-35	1.29991	1.59781e-40	False	True
MLEC	-0.91512	0.91512	1.55814e-75	4.05463e-73	-1.03227	4.66027e-92	False	True
DAPP1	0.91482	0.91482	4.06316e-15	2.66851e-14	2.36714	3.45891e-34	False	False
NOL4	-0.91336	0.91336	4.61424e-20	4.52157e-19	-2.15174	3.71308e-11	False	False
CD70	0.911799	0.911799	8.70925e-12	4.29412e-11	3.5252	9.26395e-34	False	False
CTSW	0.910594	0.910594	4.62671e-15	3.02337e-14	1.19238	8.03124e-12	False	False
DOCK2	0.9088	0.9088	3.46896e-13	1.94548e-12	1.17951	3.31274e-12	False	True
COPZ2	-0.907084	0.907084	8.0551e-30	1.58797e-28	-1.01148	3.72527e-22	False	True
MROH7	-0.904972	0.904972	8.29811e-41	3.2828e-39	-1.74424	5.98854e-30	False	False
SNRNP25	-0.904595	0.904595	1.02748e-48	6.33253e-47	-1.04668	7.60791e-41	False	True
PIM2	0.904404	0.904404	2.28216e-12	1.18616e-11	1.41295	3.705e-14	False	True
DNASE1L3	-0.903903	0.903903	3.5238e-12	1.80034e-11	-1.22451	3.2583e-11	False	False
PSTPIP2	0.903302	0.903302	4.50733e-31	9.66681e-30	1.45991	3.43132e-37	False	True
AIF1	0.903115	0.903115	1.53981e-16	1.12766e-15	1.05745	4.91624e-13	False	False
TMEM43	0.902481	0.902481	2.56442e-70	5.08972e-68	1.05088	2.93606e-89	False	True
RGN	-0.90239	0.90239	2.13257e-27	3.454e-26	-1.0013	1.47346e-29	False	False
SCUBE3	-0.902146	0.902146	5.62466e-11	2.57485e-10	-1.15991	2.3692e-14	False	True
SPATS2L	0.90133	0.90133	1.50109e-58	1.55555e-56	1.02813	2.01145e-67	False	True
NAMPT	0.900821	0.900821	3.42743e-25	4.73293e-24	1.09863	1.19643e-24	False	True
LYN	0.900174	0.900174	7.19836e-38	2.41476e-36	1.10184	1.65629e-39	False	True
APOBR	0.898805	0.898805	4.24131e-18	3.5174e-17	1.23216	1.82009e-17	False	False
MOXD1	0.897117	0.897117	1.73312e-15	1.16436e-14	1.25009	4.89529e-14	False	True
RASGRP1	0.895489	0.895489	3.28694e-14	2.00959e-13	1.65599	8.23402e-17	False	True
CDKN2A	0.895037	0.895037	1.9432e-10	8.46221e-10	2.11402	1.55849e-20	False	False
LAMC2	0.892938	0.892938	2.78285e-22	3.17304e-21	1.19554	1.3158e-26	False	True
IRF5	0.891549	0.891549	2.70106e-34	7.25444e-33	1.1389	1.00256e-40	False	True
SYBU	-0.890091	0.890091	1.93324e-17	1.52652e-16	-1.08158	3.23988e-17	False	True
ASRGL1	-0.88959	0.88959	8.58081e-61	1.0577e-58	-1.19332	8.97677e-55	False	True
SRGAP3	0.88947	0.88947	3.42947e-38	1.18814e-36	1.05829	7.68473e-46	False	True
LAMC3	-0.888068	0.888068	3.83743e-18	3.19831e-17	-1.92498	1.69967e-21	False	True
CD86	0.887918	0.887918	6.15854e-17	4.63772e-16	1.29367	3.18439e-17	False	True
CLEC10A	0.88758	0.88758	8.84102e-15	5.67901e-14	1.54595	1.42683e-16	False	True
ADCY9	-0.88751	0.88751	4.56292e-45	2.27369e-43	-1.04114	2.1338e-49	False	True
AXL	0.88704	0.88704	7.21747e-38	2.41476e-36	1.04331	7.24897e-40	False	True
SERINC5	0.886598	0.886598	9.35232e-34	2.41756e-32	1.0494	2.68711e-34	False	False
KLK5	0.886453	0.886453	4.39405e-12	2.22457e-11	4.3898	4.18427e-44	False	False
CEBPA	-0.885958	0.885958	5.367e-23	6.47913e-22	-1.29399	7.35249e-24	False	True
CTSS	0.884975	0.884975	7.59735e-16	5.25487e-15	1.02275	9.91062e-17	False	True
KLF8	0.884846	0.884846	9.32879e-44	4.30079e-42	1.09463	9.43884e-61	False	True
PDE10A	-0.884371	0.884371	2.47607e-09	9.71675e-09	-1.06978	1.28567e-09	False	False
OMD	0.882414	0.882414	1.01016e-07	3.3605e-07	2.17083	4.25329e-12	False	False
BFSP1	-0.881838	0.881838	6.83256e-38	2.29912e-36	-1.38515	3.06628e-45	False	True
RAG2	-0.880056	0.880056	3.68059e-17	2.81514e-16	-3.34908	1.62583e-09	False	False
IKZF1	0.880009	0.880009	3.48108e-12	1.78006e-11	1.66914	1.58846e-21	False	True
BCL2L1	0.879298	0.879298	1.24952e-36	3.86886e-35	1.11279	5.29979e-36	False	True
BTN3A2	0.878985	0.878985	6.07144e-19	5.46057e-18	1.11069	5.70587e-20	False	True
ADAMTS5	-0.878389	0.878389	1.65244e-12	8.7084e-12	-1.1805	1.46065e-14	False	True
PAM	0.877394	0.877394	7.88911e-54	6.2001e-52	1.00093	1.72168e-61	False	True
CELF2	0.877306	0.877306	3.16426e-15	2.08987e-14	1.11985	1.93814e-18	False	True
PARP4	0.876972	0.876972	1.28975e-29	2.48405e-28	1.04916	3.67755e-35	False	True
C1QB	0.876796	0.876796	3.08572e-09	1.19966e-08	1.07376	4.11164e-09	False	True
CRELD2	-0.876759	0.876759	6.67204e-23	7.98426e-22	-1.07821	5.70967e-25	False	True
C8A	-0.876694	0.876694	1.38164e-46	7.42158e-45	-4.01913	2.27923e-39	False	False
SLC4A3	-0.875221	0.875221	3.49657e-22	3.96752e-21	-1.19999	1.24992e-18	False	True
BACH2	0.874652	0.874652	2.91307e-25	4.05131e-24	1.30548	4.91227e-29	False	True
MYT1	-0.874593	0.874593	5.28741e-36	1.56353e-34	-1.38323	3.74448e-24	False	False
LRP5L	0.87312	0.87312	4.01442e-18	3.34096e-17	1.04199	1.95956e-20	False	True
SH3GL2	-0.872942	0.872942	1.31234e-13	7.63411e-13	-2.52543	5.98503e-19	False	False
MS4A6A	0.872861	0.872861	4.09152e-15	2.68563e-14	1.01256	8.90902e-13	False	True
RHOH	0.872577	0.872577	4.11267e-13	2.28568e-12	2.25885	1.21663e-29	False	True
MAP4K1	0.871314	0.871314	1.19174e-13	6.94985e-13	1.27959	1.28332e-12	False	True
NRCAM	0.870886	0.870886	1.59745e-17	1.276e-16	1.00802	1.77816e-22	False	True
VAV1	0.870027	0.870027	1.11989e-14	7.13098e-14	1.21945	7.04642e-14	False	False
FZD7	0.869374	0.869374	1.28753e-32	3.08322e-31	1.01506	3.27177e-36	False	False
HSP90B1	-0.868871	0.868871	1.62755e-34	4.39138e-33	-1.04148	6.94025e-44	False	True
IL2RA	0.868676	0.868676	1.29674e-18	1.12563e-17	1.86315	1.51088e-25	False	True
MMP13	0.868559	0.868559	6.77268e-07	2.05515e-06	7.45163	1.33294e-45	False	False
COLEC11	-0.866583	0.866583	2.63836e-14	1.62606e-13	-1.40783	1.64503e-14	False	False
MYH3	-0.866415	0.866415	2.89474e-19	2.65862e-18	-2.21048	8.36209e-47	False	False
RUNX3	0.864707	0.864707	1.55404e-12	8.19723e-12	1.69734	7.72591e-22	False	True
PRRG1	0.864241	0.864241	2.39583e-27	3.86968e-26	1.01967	2.08545e-31	False	True
PSMB8	0.8641	0.8641	1.45569e-32	3.47881e-31	1.01662	1.17733e-28	False	True
CSF2RA	0.862767	0.862767	7.85734e-19	6.97041e-18	1.36822	5.06824e-21	False	False
NPC1	0.861011	0.861011	6.84741e-29	1.24508e-27	1.08684	2.53133e-30	False	True
CD5	0.860841	0.860841	1.21815e-12	6.49569e-12	1.99626	5.059e-25	False	False
SASH3	0.859887	0.859887	4.98138e-12	2.50352e-11	1.56416	2.9863e-20	False	True
ARHGAP10	0.859735	0.859735	2.03436e-60	2.43085e-58	1.03981	4.01684e-63	False	True
OLFML2B	0.85777	0.85777	1.0446e-11	5.10102e-11	1.20761	1.20616e-14	False	True
FA2H	-0.857447	0.857447	2.97331e-23	3.642e-22	-1.27963	2.48879e-18	False	True
PDIA4	-0.856275	0.856275	8.04653e-38	2.68447e-36	-1.07435	5.54661e-52	False	True
CLEC5A	0.855903	0.855903	4.62165e-21	4.8321e-20	1.32728	2.84825e-20	False	True
RPP25	-0.855394	0.855394	1.73912e-31	3.84247e-30	-1.04717	1.04742e-27	False	True
SAMSN1	0.855368	0.855368	6.56913e-14	3.90877e-13	1.43098	1.21496e-13	False	True
BCL2A1	0.855051	0.855051	2.90952e-15	1.9238e-14	1.41014	1.2704e-13	False	True
CSF2	0.854406	0.854406	7.83453e-28	1.31436e-26	2.9959	5.27782e-47	False	False
CCDC69	-0.853569	0.853569	5.0533e-16	3.52857e-15	-1.14992	2.7447e-17	False	False
ENPP1	-0.852604	0.852604	1.03175e-07	3.42649e-07	-1.18816	7.08135e-11	False	False
FOXA2	-0.852117	0.852117	2.25522e-07	7.21547e-07	-1.19816	0.000319848	False	False
FERMT1	-0.848033	0.848033	2.17834e-13	1.24068e-12	-1.14893	5.05724e-09	False	True
MSLN	0.846891	0.846891	2.07588e-08	7.39762e-08	3.6971	9.1922e-34	False	False
CD3D	0.846663	0.846663	2.33598e-11	1.10701e-10	1.85384	1.30991e-18	False	True
CCR5	0.845016	0.845016	7.68384e-13	4.16371e-12	1.26122	2.93317e-12	False	True
RSPH6A	-0.844987	0.844987	1.47317e-14	9.28462e-14	-1.31403	1.75008e-12	False	True
LIMD2	0.844469	0.844469	6.98381e-12	3.47115e-11	1.34269	5.01944e-17	False	True
COX7A1	-0.843444	0.843444	1.59004e-07	5.18356e-07	-1.14453	4.8825e-09	False	False
SH3BP2	0.843247	0.843247	4.82778e-38	1.6482e-36	1.03866	5.05312e-46	False	True
GPR161	0.841944	0.841944	2.81146e-26	4.28117e-25	1.1313	1.12146e-32	False	True
AREG	0.841637	0.841637	9.32868e-09	3.46021e-08	1.78583	2.48295e-13	False	True
TNFSF18	0.841348	0.841348	1.88663e-15	1.26459e-14	3.36296	2.28275e-45	False	False
SFTPD	-0.84045	0.84045	2.92105e-27	4.7115e-26	-1.07719	2.92554e-23	False	True
MAGEL2	-0.839373	0.839373	2.20392e-22	2.53515e-21	-1.7709	1.61165e-15	False	False
IL36RN	0.8385	0.8385	1.44013e-25	2.04163e-24	2.53474	3.20744e-43	False	False
CENPJ	-0.838259	0.838259	1.68569e-17	1.3419e-16	-1.21305	9.82157e-21	False	False
ZNF217	0.837637	0.837637	1.04709e-31	2.37165e-30	1.00252	6.44392e-40	False	True
CD84	0.837346	0.837346	1.37638e-10	6.06831e-10	1.08959	1.01979e-09	False	True
CP	0.836339	0.836339	1.12139e-07	3.71052e-07	1.11283	1.14537e-05	False	True
KIF5A	-0.833761	0.833761	2.16022e-07	6.92287e-07	-1.29739	7.41879e-07	False	False
SLA	-0.833754	0.833754	1.35313e-14	8.54184e-14	-1.2	1.16234e-21	False	False
AGER	0.83317	0.83317	6.32308e-08	2.15117e-07	1.04162	6.78746e-08	False	False
ATP1B2	-0.832906	0.832906	3.84047e-08	1.33487e-07	-1.11013	4.37166e-09	False	False
ERBB4	-0.831109	0.831109	1.70253e-11	8.17409e-11	-1.3444	4.28787e-16	False	False
AQP9	0.827588	0.827588	3.19219e-17	2.46086e-16	2.40744	1.27034e-30	False	False
PLA2G4A	0.826942	0.826942	8.95718e-26	1.29813e-24	1.40781	5.39562e-29	False	True
C2	0.826745	0.826745	1.00288e-13	5.88361e-13	1.36112	2.70497e-13	False	True
PSORS1C1	0.826511	0.826511	1.47379e-16	1.08134e-15	1.37581	9.32726e-19	False	False
HLA-A	0.825531	0.825531	8.00381e-18	6.52224e-17	1.0164	1.30501e-17	False	True
IL1R2	0.825327	0.825327	2.083e-14	1.29469e-13	2.61605	4.8874e-29	False	True
IL1RL2	0.825078	0.825078	3.18918e-25	4.4248e-24	1.02483	4.62526e-22	False	True
CCR2	0.824868	0.824868	1.03967e-14	6.63104e-14	1.4105	6.63841e-16	False	True
CST5	0.822561	0.822561	2.87668e-16	2.06156e-15	5.47379	1.3917e-75	False	False
PRUNE2	0.819616	0.819616	2.13844e-23	2.63591e-22	1.29938	1.29688e-23	False	False
FRMD4B	-0.818815	0.818815	2.5159e-19	2.32161e-18	-1.04645	7.66201e-30	False	False
LAMA2	0.816626	0.816626	1.74776e-08	6.28763e-08	1.18236	7.19741e-09	False	False
CAPN5	0.816099	0.816099	8.14389e-12	4.03064e-11	1.37777	7.20573e-18	False	True
ASPHD1	0.81576	0.81576	1.62727e-11	7.82561e-11	1.55676	1.1821e-13	False	False
TAGLN3	0.813738	0.813738	1.12999e-08	4.14414e-08	4.37995	3.55262e-43	False	False
APLP1	-0.813395	0.813395	7.98925e-17	5.9779e-16	-1.40692	1.07786e-19	False	False
SLC25A38	-0.812179	0.812179	1.71018e-53	1.3089e-51	-1.00776	3.77041e-69	False	True
ACOT11	-0.8119	0.8119	2.22573e-28	3.91341e-27	-1.09136	1.16594e-28	False	True
STAM	0.809737	0.809737	1.10659e-31	2.49196e-30	1.02998	1.86274e-33	False	True
S100A5	0.809479	0.809479	1.80218e-15	1.21006e-14	1.03039	2.0718e-12	False	False
PDE4D	-0.807339	0.807339	3.46392e-14	2.11153e-13	-1.15158	1.97438e-19	False	False
GCK	-0.807011	0.807011	2.91234e-42	1.24465e-40	-2.59824	2.5718e-35	False	False
IL6	0.806926	0.806926	3.15749e-07	9.94731e-07	2.76071	2.92881e-20	False	False
TBX2	-0.80679	0.80679	2.57383e-11	1.21678e-10	-1.52491	2.18797e-23	False	False
PCDHGC3	0.805989	0.805989	1.23323e-11	5.98718e-11	1.21556	6.42904e-17	False	True
SYTL2	0.805842	0.805842	1.3876e-15	9.38693e-15	1.29612	1.02926e-20	False	True
MMP12	0.803945	0.803945	6.4183e-12	3.19959e-11	2.53324	1.16191e-17	False	False
NETO2	-0.803675	0.803675	4.87479e-27	7.73494e-26	-1.08405	1.8229e-27	False	True
NACAD	0.799862	0.799862	9.96358e-22	1.09245e-20	1.32433	5.35048e-20	False	False
FCGR2B	0.799438	0.799438	4.74763e-14	2.85834e-13	1.21362	1.95724e-13	False	True
ABCA4	0.798943	0.798943	5.62849e-28	9.66417e-27	1.60726	8.70744e-47	False	False
SH3BP1	0.798232	0.798232	1.33958e-22	1.56084e-21	1.28137	1.13998e-22	False	False
CSTA	0.797714	0.797714	2.85204e-16	2.04628e-15	1.64109	3.63104e-17	False	True
ADRA2A	0.797281	0.797281	1.30695e-08	4.76329e-08	1.37806	4.83576e-10	False	True
SPTBN4	-0.797047	0.797047	2.45556e-22	2.81357e-21	-1.16294	2.8922e-20	False	True
ITGAL	0.795238	0.795238	2.25827e-09	8.89485e-09	1.46356	1.23923e-16	False	False
FUT3	0.795193	0.795193	7.79597e-13	4.22056e-12	3.05069	8.8408e-31	False	False
CDIP1	-0.794402	0.794402	3.79472e-35	1.07594e-33	-1.0036	2.17752e-39	False	True
FAM155A	-0.794212	0.794212	2.02444e-13	1.1564e-12	-1.82277	7.62749e-27	False	True
PDCD1LG2	0.794023	0.794023	2.87547e-17	2.22844e-16	1.82687	8.24902e-27	False	False
BIN2	0.79374	0.79374	5.21681e-14	3.13116e-13	1.08398	1.24566e-11	False	True
ADAM8	0.793711	0.793711	7.1035e-16	4.92784e-15	1.16034	4.70801e-17	False	True
ITK	0.792714	0.792714	7.99879e-11	3.60669e-10	2.03341	7.81695e-24	False	True
B4GALT5	0.791616	0.791616	5.17858e-29	9.51981e-28	1.00389	1.3548e-31	False	True
CD7	0.790792	0.790792	6.81711e-11	3.09293e-10	1.38654	6.05556e-12	False	False
IRF1	0.788899	0.788899	9.71264e-17	7.23045e-16	1.05039	4.76984e-17	False	True
XDH	0.787403	0.787403	7.7222e-08	2.60371e-07	2.21405	1.09419e-13	False	False
FOXP3	0.787369	0.787369	1.62641e-14	1.02284e-13	1.78243	5.78756e-24	False	False
ARID5B	0.787016	0.787016	1.01275e-11	4.95581e-11	1.06493	5.5086e-15	False	False
SLAMF1	0.786231	0.786231	3.14564e-14	1.92856e-13	2.4117	1.23168e-32	False	True
IFIT1	0.785733	0.785733	2.07199e-11	9.8791e-11	1.17154	1.58475e-13	False	True
FPR1	0.785435	0.785435	5.38218e-13	2.95339e-12	1.4055	2.0057e-16	False	True
HKDC1	-0.784408	0.784408	1.51107e-07	4.93713e-07	-1.21369	5.73905e-08	False	False
ERAP2	0.781167	0.781167	8.49661e-05	0.000200311	1.00406	9.80039e-07	False	False
KCNS3	0.779474	0.779474	1.81748e-15	1.21964e-14	1.07965	4.81107e-17	False	False
SEMA3A	0.779181	0.779181	5.66308e-12	2.83396e-11	1.36207	6.55732e-15	False	True
ALDOC	0.778311	0.778311	1.54491e-10	6.77814e-10	1.35817	6.04067e-14	False	True
BTK	0.778098	0.778098	1.96672e-12	1.0309e-11	1.13616	3.90547e-11	False	True
EFHC2	-0.77691	0.77691	2.26151e-19	2.1001e-18	-1.3226	8.24905e-17	False	False
OGN	0.775188	0.775188	4.21267e-05	0.000103396	1.84663	2.43946e-08	False	False
SLC16A6	-0.774628	0.774628	1.99136e-25	2.8095e-24	-1.03654	1.38397e-21	False	False
F13A1	0.774123	0.774123	8.78232e-10	3.60088e-09	1.01233	8.13504e-11	False	True
PASK	-0.773851	0.773851	1.2805e-05	3.37566e-05	-1.07443	2.9514e-05	False	False
HCN4	0.773747	0.773747	4.84078e-11	2.22645e-10	1.02981	1.20511e-08	False	False
SLC20A1	0.771369	0.771369	3.10125e-19	2.8416e-18	1.0825	1.33835e-19	False	True
BATF3	0.770799	0.770799	2.57867e-24	3.37387e-23	1.76998	8.78665e-33	False	True
MS4A4A	0.769789	0.769789	1.29796e-12	6.90871e-12	1.06379	8.8676e-12	False	True
SULT1A2	-0.769453	0.769453	8.50755e-99	9.96234e-96	-2.13503	2.98619e-61	False	False
